COD,PRODUS,COMANDA F,TR CI,Cinema,VZ CI,TR CR,Crisan,VZ CR,DEPOZIT,EXP,TR GA,Gara,VZ GA,TR PR,Progresu,VZ PR,TR ST,Steaua,VZ ST,TR ZA,Zahana,VZ ZA,TOTAL,VZ 1,VZ 6
022679,CAVA D ORO 100ML,,,0,0,,2,0,0,,,1,0,,1,0,,0,0,,0,0,4,0,
022693,CRICOVA SPUMANT TRAMIER ALB 0.75L DS,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
022717,PEPSI COLA 330ML MARCA INREGISTRATA,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
022735,MIONETTO 0.75 ML PROECCO ROSE,,,0,0,,1,0,0,,,0,0,,0,0,,0,0,,0,0,1,0,
022739,CASETA ANGELI  VIN SPUMANT GOLD 0.75 L+2 PAHARE,,,0,0,,1,0,0,,,1,0,,0,0,,0,1,,0,0,2,1,
022751,SHERIDAN S LICHIOR 500ML,,,0,0,,0,0,0,,,0,0,,0,0,,1,0,,2,0,3,0,
022802,STALINSKAYA 0.05L 40% RED,,,11,1,,31,1,108,,,8,0,,10,0,,12,0,,7,0,187,2,
022803,ALEXANDRION 5* 50ML,,,0,0,,3,0,0,,,7,0,,3,0,,18,0,,8,0,39,0,
022804,MILLESIMATO SPUMANT 750ML,,,0,0,,0,0,0,,,1,0,,0,0,,0,0,,0,0,1,0,
022857,CODRII VLASIEI  APA 0.33L PLATA,,,0,0,,0,0,0,,,3,0,,0,0,,0,0,,0,0,3,0,
022858,MINIONS KINDER COLA 250ML DOZA,,,0,0,,0,0,0,,,2,0,,0,0,,0,0,,0,0,2,0,
022950,BORSEC APA 1L MINERALA,,,0,0,,0,0,0,,,0,0,,0,0,,-1,0,,0,0,-1,0,
022953,BABU BAUTURA ALOE VERA &CAPSUNI 0.5L,,,0,0,,0,0,0,,,1,0,,0,0,,0,0,,4,0,5,0,
023007,MONSTER ENERGY 500ML ZERO ZAHAR,,,0,0,,0,0,0,,,1,0,,0,0,,0,0,,0,0,1,0,
023012,APA 6L DE IZVOR DOLCE VITA 6L,,,-1,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,-1,0,
023050,JACK DANIELS 50ML,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
023052,BALLANTINES 50ML FINEST,,,10,0,,5,0,0,,,6,0,,0,0,,3,0,,4,0,28,0,
023053,J&B 50ML RARE,,,8,0,,7,0,20,,,14,0,,0,0,,11,0,,6,0,66,0,
023078,JIDVEI TRADITIONAL ROZE DS 0.75L,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,2,0,2,0,
023129,HELL ENERGY DRINK 250ML BLACK CHERRY,,,7,0,,2,0,0,,,0,2,,0,0,,0,0,,10,0,19,2,
023191,BURN ENERGY DRINK ORIGINAL 250ML FRUCTE DE PADURE,,,0,0,,2,0,0,,,1,0,,0,0,,0,0,,1,0,4,0,
023212,TYMBARK FIZZY 0.33L MERE LMAIE MENTA,,,0,0,,0,0,-12,,,0,0,,0,0,,0,0,,0,0,-12,0,
023219,XIXO ICE TEA RASBERRY BLUEBERRY 250ML,,,0,0,,1,0,0,,,0,0,,0,0,,0,0,,0,0,1,0,
023220,HELL ENERGY DRINK 250ML EXOTIC CANDY,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
023233,TYMBARK COLOVE 0.33L MANGO EDITIE LIMITATA,,,0,0,,-3,0,0,,,-1,0,,0,0,,0,0,,0,0,-4,0,
023234,TYMBARK COLOVE 0.33L VISINE EDITIE LIMITATA,,,0,0,,0,0,0,,,0,0,,0,0,,-1,0,,0,0,-1,0,
023303,MONSTER ENERGY 500ML ULTRA WATERMELON ZERO,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
023304,CAPPY LEMONADE 400ML ZERO LAMAIE&CAPSUNI,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
023432,ENERGY COFFE 250ML RUM WALNUT,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,1,0,1,0,
023452,XIXO ICE TEA TUTTI FRUITY APPLE 250ML,,,0,0,,-1,0,0,,,0,0,,0,0,,0,0,,0,0,-1,0,
023455,MONSTER ENERGY 500ML JUICED KHAOTIC,,,0,0,,0,0,0,,,1,0,,0,0,,0,0,,0,0,1,0,
023456,DEVIN  APA NATURAL ALCALINA 500ML,,,2,0,,0,0,1,,,0,0,,0,0,,0,0,,0,0,3,0,
023458,DEVIN APA PLATA 0.75L SPORT,,,0,0,,0,0,0,,,6,0,,0,0,,0,0,,0,0,6,0,
023463,BERE CORONA 335ML STICLA,,,0,0,,0,0,0,,,-1,0,,0,0,,0,0,,0,0,-1,0,
023467,BERE URSUS 0.33 ST PILSNER,,,0,0,,0,0,0,,,-1,0,,0,0,,0,0,,0,0,-1,0,
023474,FRUTTI FRESH 0.33L GRAPEFRUIT ROZ DZ,,,0,0,,-1,0,0,,,0,0,,0,0,,0,0,,-3,0,-4,0,
023479,FRESHER 250ML CAPSUNI SI PEPENE,,,0,0,,0,0,0,,,1,0,,0,0,,0,0,,0,0,1,0,
023480,FRESHER 250ML LAMAIE,,,37,2,,44,0,-1,,,60,0,,13,2,,38,0,,22,0,213,4,
023481,FRESHER 250ML MOJITO,,,2,0,,9,1,0,,,12,1,,6,0,,5,2,,14,0,48,4,
023482,BUZZ 250ML LIMONADA,,,0,0,,1,0,0,,,-1,0,,0,0,,0,0,,1,0,1,0,
023512,APUSEANA APA PLATA 0.75L LAMAIE,,,0,0,,2,0,0,,,0,0,,0,0,,0,0,,0,0,2,0,
023513,DEVIN APA MINERALA 0.75L SPORT,,,0,0,,0,0,0,,,-5,0,,0,0,,1,0,,0,0,-4,0,
023514,DEVIN APA PLATA 500ML,,,0,0,,0,0,4,,,0,0,,0,0,,0,0,,1,0,5,0,
023517,FRUTTI FRESH 0.33L TUTTI FRUTTI DZ,,,0,0,,0,0,2,,,0,0,,0,0,,0,0,,-1,0,1,0,
023518,FRUTTI FRESH 0.33L PERE DZ,,,0,0,,-2,0,0,,,0,0,,-1,0,,0,0,,-1,0,-4,0,
023519,BERE URSUS 0.33L COOLER F.A  LAMAIE DZ,,,0,0,,-1,0,0,,,0,0,,0,0,,0,0,,0,0,-1,0,
023525,HELL ENERGY DRINK 250ML A.I,,,1,0,,7,0,0,,,0,0,,0,0,,2,0,,0,0,10,0,
023529,CRODO SUC CARBO LEMON 330ML,,,1,0,,0,0,0,,,0,0,,0,0,,1,0,,4,0,6,0,
023530,CRODO SUC CARBO ORAN 330ML,,,4,1,,0,0,0,,,0,0,,0,0,,3,0,,4,0,11,1,
023598,SHAKE COCKETAIL HUGO DZ 0.33L ZERO ALCOOL,,,0,0,,0,0,0,,,-1,0,,0,0,,0,0,,0,0,-1,0,
023601,SHAKE COCKETAIL MOJITO 0.33L STICLA,,,0,0,,0,0,2,,,0,0,,0,0,,0,0,,0,0,2,0,
023602,SHAKE COCKETAIL SPRIZZ 0.33L STICLA,,,0,0,,0,0,1,,,0,0,,0,0,,0,0,,0,0,1,0,
023641,7UP 330ML LEMON LIME DOZA ZERO ZAHAR,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
023697,SAMBURESTI ALAI ROSE DEMISEC 0.75L,,,2,0,,4,0,0,,,4,0,,0,0,,0,0,,3,0,13,0,
023698,SAMBURESTI ALAI CABERNET SAUGVINON  ROSU DS 0.750 ML,,,1,0,,4,0,0,,,3,0,,0,0,,0,0,,2,0,10,0,
023699,SAMBURESTI ALAI CHARDONNAY  ALB DS 0.750 ML,,,2,0,,3,0,0,,,2,0,,0,0,,2,0,,0,0,9,0,
023725,MURFATLAR  ZESTREA MERLOT&CAB. SAUV. 750ML ROSE DD,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
023726,MURFATLAR ZESTREA MUSCAT OTTONEL 750ML ALB DD,,,2,0,,2,0,1,,,-1,0,,0,0,,2,0,,0,0,6,0,
023727,LACRIMA LUI OVIDIU/DE AUR 5ANI 750ML ROSE,,,0,0,,4,1,0,,,0,0,,0,0,,3,0,,2,0,9,1,
023737,MURFATLAR  ZESTREA PINOT NOIR 750ML ROSU DD,,,0,0,,0,0,6,,,0,0,,0,0,,2,0,,2,0,10,0,
023738,MURFATLAR  ZESTREA PINOT NOIR&MERLOT 750ML ROSU DD,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,1,0,1,0,
023739,MURFATLAR ZESTREA CHARDONNAY 750ML ALB DD,,,0,0,,2,0,0,,,0,0,,0,0,,0,0,,0,0,2,0,
023758,ZUBROWKA BIALA 0.2L 37.5%,,,0,0,,0,0,-1,,,0,0,,0,0,,0,0,,0,0,-1,0,
023759,ZUBROWKA BIALA 0.5L 37.5%,,,4,0,,5,1,-2,,,3,0,,0,0,,0,0,,6,0,16,1,
023760,ZUBROWKA BISONGRASS 0.7L 37.5%,,,1,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,1,0,
023761,ZUBROWKA BIALA 0.7L 37.5%,,,3,0,,4,0,6,,,3,0,,0,0,,4,0,,4,0,24,0,
023828,MIONETTO PROSECO SPUMANT 200ML,,,0,0,,0,0,0,,,1,0,,0,0,,1,0,,0,0,2,0,
023850,ZAREA GOLD CEREMONY 750ML 23K +2 PAHARE,,,0,0,,0,0,0,,,1,0,,0,0,,0,0,,0,0,1,0,
023851,ANGELLI ELEGANCE 750ML MUSCAT,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
023852,ZAREA 0.75ML PROECCO ROSE EXTRA SEC,,,0,0,,1,0,0,,,0,0,,0,0,,0,0,,0,0,1,0,
023899,ANGELLI 750ML LAMBRUSCO ROSE,,,0,0,,4,0,0,,,1,0,,0,0,,0,0,,0,0,5,0,
023900,ANGELLI 750ML ELEGANCE+2 PAHARE,,,0,0,,0,2,0,,,2,0,,0,0,,1,1,,0,0,3,3,
023919,CAPPY 1.5L PULPY PORTOCALE SGR+0.50 RON GARANTIE PET,,,5,1,,5,0,0,,,4,5,,7,1,,8,3,,4,3,33,13,
023920,SCHWEPPES 1.5L TONIC WATER SGR+0.50 RON GARANTIE PET,,,0,2,,0,1,0,,,1,0,,0,0,,0,1,,0,3,1,7,
023921,COCA COLA 750ML SGR+0.50 RON GARANTIE PET,,,9,9,,24,2,140,,,9,6,,10,0,,13,0,,36,4,241,21,
023923,BERE BUCEGI 2.5L SGR+0.50 RON GARANTIE PET,,,18,11,,28,8,48,,,23,14,,9,5,,12,14,,28,36,166,88,
023935,SEC MURFATLAR 0.75L CABERNET SAUVIGNON ROSU,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
023936,SEC MURFATLAR 0.75L SAUVIGNON BLANC ALB,,,0,0,,2,0,0,,,0,0,,0,0,,0,0,,1,0,3,0,
023937,SEC MURFATLAR 0.75L MERLOT ROSE,,,7,0,,5,0,40,,,4,0,,0,0,,3,0,,3,0,62,0,
023938,PREMIAT ETICHETA NEAGRA 0.75L ALB D.S,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
023939,PREMIAT ETICHETA NEAGRA 0.75L ROSU D.S,,,0,0,,0,0,0,,,0,0,,0,0,,1,0,,0,0,1,0,
023940,STATORNIC MURFATLAR 0.75L SAUVIGNON BLANC ALB D.S,,,3,0,,4,0,3,,,4,0,,0,0,,3,0,,3,0,20,0,
023941,STATORNIC MURFATLAR 0.75L CABERNET SAUVIGNON ROZE D.S,,,2,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,2,0,
023948,BERE STRONGBOW 330ML RED BERRIES SGR+0.50 RON GARANTIE STICLA,,,27,1,,20,4,39,,,12,7,,0,0,,13,0,,21,4,132,16,
023970,M. Z. MERLOT&CAB. SAUV. 750ML ROSE DD SGR +0.50 RON GARANTIE STICLA,,,6,0,,6,0,69,,,4,2,,0,0,,3,0,,4,3,92,5,
023971,MURFATLAR ZESTREA  RIESLING ITALIAN 0.75L ALB DS,,,3,0,,0,0,0,,,0,0,,0,0,,3,0,,0,0,6,0,
023987,ROBBY BUBLE 750ML PEACH SGR+0.50 RON GARANTIE STICLA,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
023988,SANTAL TOP 1.5L PORTOCALE SGR+0.50 RON GARANTIE PET,,,3,2,,6,1,0,,,7,0,,0,0,,1,0,,5,0,22,3,
023989,SANTAL TOP 1.5L PIERSICA SGR+0.50 RON GARANTIE PET,,,4,1,,6,1,0,,,0,2,,0,0,,10,0,,6,0,26,4,
023990,SANTAL TOP 1.5L FRUCTE ROSII SGR+0.50 RON GARANTIE PET,,,3,3,,8,1,0,,,4,2,,0,0,,1,1,,6,0,22,7,
023995,CAPPY 1.5L PULPY PIERSICA SGR+0.50 RON GARANTIE PET,,,6,0,,8,3,0,,,6,4,,5,2,,4,1,,4,3,33,13,
023996,SCHWEPPES 0.5L PINK TONIC STYLE SGR+0.50 RON GARANTIE PET,,,11,2,,12,1,17,,,23,2,,0,0,,11,0,,2,1,76,6,
023997,COCA COLA 500ML ZERO SGR+0.50 RON GARANTIE PET,,,7,6,,12,3,173,,,15,11,,8,0,,12,5,,11,0,238,25,
023998,SCHWEPPES 1L MANDARIN SGR+0.50 RON GARANTIE PET,,,4,0,,4,1,6,,,7,2,,0,0,,6,0,,6,0,33,3,
023999,SCHWEPPES 1.5L GREPFRUIT ROZ SGR+0.50 RON GARANTIE PET,,,4,0,,3,2,0,,,7,0,,0,0,,6,0,,3,0,23,2,
024000,COCA COLA 2L SGR+0.50 RON GARANTIE PET,,,45,34,,73,47,1168,,,47,52,,23,23,,18,28,,20,22,1394,206,
024001,COCA COLA 2L ZERO SGR+0.50 RON GARANTIE PET,,,11,3,,10,3,335,,,20,12,,2,3,,7,2,,2,10,387,33,
024002,FANTA 2L GREPFRUT ROZ ZERO SGR+0.50 RON GARANTIE PET,,,0,0,,0,0,0,,,4,2,,7,8,,0,0,,4,0,15,10,
024003,SPRITE 2L  SGR+0.50 RON GARANTIE PET,,,0,0,,0,1,0,,,0,6,,1,0,,2,0,,0,6,3,13,
024004,SPRITE 2.5L  SGR+0.50 RON GARANTIE PET,,,3,1,,0,0,4,,,1,0,,1,0,,13,0,,1,0,23,1,
024005,CAVA D ORO 500MLSGR+0.50 RON GARANTIE STICLA,,,11,6,,29,9,590,,,19,11,,10,3,,10,2,,15,21,684,52,
024006,BERE NEUMARKT 2.5L SGR+0.50 RON GARANTIE PET,,,21,29,,43,15,176,,,33,35,,14,31,,24,27,,24,59,335,196,
024007,CAPPY 1.5L PULPY GRAPEFRUIT SGR+0.50 RON GARANTIE PET,,,6,1,,6,1,13,,,3,8,,2,1,,6,2,,9,2,45,15,
024008,BERE CARLSBERG 0.5L DOZA SGR+0.5 RON GARANTIE DOZA,,,12,0,,9,3,0,,,12,0,,0,0,,10,0,,23,0,66,3,
024009,BERE CARLSBERG 0.33L STICLA SGR+0.50 RON GARANTIE STICLA,,,13,0,,10,0,48,,,28,0,,0,0,,14,0,,11,0,124,0,
024010,BERE NOROC 3L SGR+0.50 RON GARANTIE PET,,,9,0,,4,0,23,,,10,0,,0,0,,6,0,,7,0,59,0,
024011,BERE BECK S 330ML STICLA SGR+0.50 RON GARANTIE STICLA,,,28,4,,23,0,196,,,38,0,,0,0,,30,8,,29,0,344,12,
024012,LIPTON ICE TEA LEMON 500ML SGR+0.5 RON GARANTIE PET,,,10,1,,8,0,24,,,11,1,,6,0,,6,0,,5,0,70,2,
024013,LIPTON ICE TEA ZMEURA 500ML SGR+0.5 RON GARANTIE PET,,,6,1,,8,1,18,,,5,3,,0,0,,5,3,,3,0,45,8,
024014,LIPTON ICE TEA PIERSICA 500ML SGR+0.5 RON GARANTIE PET,,,5,2,,9,1,0,,,14,4,,12,1,,4,0,,9,0,53,8,
024015,PEPSI COLA 500ML SGR+0.50 RON GARANTIE PET,,,25,6,,30,7,168,,,31,2,,15,3,,15,0,,11,1,295,19,
024016,PEPSI COLA 330ML DOZA SGR+0.5 RON GARANTIE DOZA,,,16,2,,46,4,174,,,62,3,,21,2,,12,19,,21,10,352,40,
024017,PEPSI COLA 330ML TWIST LEMON DOZA SGR+0.5 RON GARANTIE DOZA,,,7,0,,25,11,18,,,5,5,,5,4,,9,1,,7,2,76,23,
024018,MOUNTAIN DEW 330ML DOZA SGR+0.5 RON GARANTIE DOZA,,,11,0,,23,7,72,,,11,3,,3,0,,3,1,,10,0,133,11,
024019,MIRINDA ORANGE 500ML SGR+0.5 RON GARANTIE PET,,,6,0,,12,0,42,,,4,1,,0,0,,8,0,,4,1,76,2,
024020,MIRINDA GRAPEFRUIT ROZ 500ML SGR+0.5 RON GARANTIE PET,,,6,0,,3,1,21,,,7,0,,0,0,,6,0,,5,1,48,2,
024021,MOUNTAIN DEW 500ML SGR+0.5 RON GARANTIE PET,,,6,4,,14,1,24,,,9,3,,2,1,,5,1,,9,0,69,10,
024022,PEPSI COLA 500ML MAX SGR+0.50 RON GARANTIE PET,,,16,3,,17,1,-71,,,17,1,,7,0,,12,0,,14,0,12,5,
024023,PEPSI COLA 500ML TWIST SGR+0.50 RON GARANTIE PET,,,11,2,,31,6,12,,,16,3,,7,1,,12,1,,13,0,102,13,
024024,MIRINDA ORANGE 1.25L SGR+0.5 RON GARANTIE PET,,,8,2,,9,0,19,,,9,3,,0,0,,2,1,,5,0,52,6,
024025,MOUNTAIN DEW 1.25L SGR+0.5 RON GARANTIE PET,,,9,1,,12,6,6,,,2,8,,4,2,,5,0,,6,0,44,17,
024026,PEPSI COLA 1.25L MAX SGR+0.50 RON GARANTIE PET,,,9,1,,14,0,42,,,6,2,,8,3,,17,0,,6,1,102,7,
024027,PEPSI COLA 1.25L TWIST SGR+0.50 RON GARANTIE PET,,,10,4,,11,7,79,,,19,5,,4,1,,8,2,,13,1,144,20,
024028,7UP 2L LEMON SGR+0.50 RON GARANTIE PET,,,5,1,,8,1,12,,,3,0,,0,0,,7,6,,6,0,41,8,
024029,MOUNTAIN DEW 2L SGR+0.5 RON GARANTIE PET,,,6,0,,-1,0,0,,,0,0,,3,1,,0,2,,4,0,12,3,
024030,PEPSI COLA 2L MAX SGR+0.50 RON GARANTIE PET,,,6,7,,10,5,84,,,15,3,,0,0,,6,1,,7,1,128,17,
024031,PEPSI COLA 2L SGR+0.50 RON GARANTIE PET,,,29,9,,93,15,309,,,35,15,,10,5,,19,11,,19,6,514,61,
024032,PEPSI COLA 2.5L TWIST SGR+0.50 RON GARANTIE PET,,,15,2,,22,11,96,,,18,2,,12,5,,9,2,,10,5,182,27,
024033,PEPSI COLA 2.5L MAX SGR+0.50 RON GARANTIE PET,,,4,2,,5,1,2,,,8,2,,0,2,,7,1,,8,0,34,8,
024034,PEPSI COLA 2.5L SGR+0.50 RON GARANTIE PET,,,17,2,,32,1,128,,,16,12,,13,3,,18,1,,11,10,235,29,
024035,AQUA CARPATICA APA 0.5L MINERALA SGR+0.50 RON GARANTIE PET,,,4,1,,17,0,108,,,12,1,,0,0,,20,1,,12,0,173,3,
024036,AQUA CARPATICA APA 1.5L PLATA SGR+0.50 RON GARANTIE PET,,,10,2,,27,4,558,,,30,11,,6,6,,13,0,,10,0,654,23,
024043,AQUA VIA APA DE IZVOR ALCALINA 2L SGR+0.5L RON GARANTIE PET,,,5,2,,16,2,43,,,15,1,,6,0,,13,0,,6,1,104,6,
024044,M. Z. CHARDONNAY 750ML ALB DD SGR+0.50 RON GARANTIE STICLA,,,4,0,,5,0,102,,,6,0,,0,0,,3,2,,3,1,123,3,
024046,FIGO SUC MERE CAPSUNI 0.3L SGR+0.50 RON GARANTIE PET,,,9,0,,8,2,18,,,7,0,,0,0,,11,3,,5,0,58,5,
024047,FIGO SUC MAR-ARONIE-ZMEURA 0.3L SGR+0.50 RON GARANTIE PET,,,5,0,,12,0,18,,,22,1,,0,0,,7,0,,7,0,71,1,
024048,IZVORUL ASCUNS APA 2.5L PLATA SGR+0.50 RON GARANTIE PET,,,16,3,,35,12,30,,,37,3,,7,13,,13,14,,14,8,152,53,
024049,IZVORUL ASCUNS APA 2.5L MINERALA SGR+0.50 RON GARANTIE PET,,,22,24,,38,15,46,,,35,32,,11,30,,11,5,,14,12,177,118,
024050,TUSNAD APA 2L MINERALA SGR+0.50 RON GARANTIE PET,,,15,15,,29,19,128,,,16,17,,7,12,,8,5,,17,1,220,69,
024051,COTNARI SELECTIE DE BUSUIOACA  VIN ROSE  750ML DD,,,2,0,,3,0,0,,,3,0,,0,0,,0,0,,3,0,11,0,
024052,COTNARI SELECTIE DE TAMAIOSA ROMANEASCA&FRANCUSA ALB 750ML DS,,,3,0,,2,0,0,,,3,0,,0,0,,0,0,,3,0,11,0,
024053,TUSNAD APA MINERALA 1L SGR+0.50 RON GARANTIE PET,,,11,2,,27,1,6,,,14,0,,0,0,,6,0,,3,3,67,6,
024054,PRIGAT 1.75L VISINE SI STRUGURI SGR+0.50 RON GARANTIE PET,,,4,1,,10,2,6,,,9,2,,5,1,,4,1,,6,1,44,8,
024055,PRIGAT 1.75L CAPSUNI BANANE SGR+0.50 RON GARANTIE PET,,,5,0,,11,2,30,,,4,2,,4,2,,6,4,,7,1,67,11,
024056,PRIGAT 500ML CAPSUNI BANANE SGR+0.50 RON GARANTIE PET,,,4,3,,13,1,42,,,17,0,,8,1,,4,0,,10,0,98,5,
024057,PRIGAT 500ML VISINE SI STRUGURI SGR+0.50 RON GARANTIE PET,,,14,1,,12,1,19,,,9,0,,8,0,,8,0,,10,1,80,3,
024059,AQUAVIA APA DE IZVOR 1L SGR+0.5L RON GARANTIE PET,,,9,1,,10,1,12,,,6,1,,0,0,,7,0,,3,0,47,3,
024064,NESTEA 1.5L LEMON SGR+0.50 RON GARANTIE PET,,,10,1,,13,0,54,,,8,2,,4,1,,10,0,,6,1,105,5,
024065,NESTEA 1.5L PIERSICI SGR+0.50 RON GARANTIE PET,,,8,0,,18,2,30,,,8,1,,6,1,,4,3,,4,0,78,7,
024066,NESTEA 1.5L FRUCTE DE PADURE  SGR+0.50 RON GARANTIE PET,,,10,3,,9,2,30,,,14,0,,0,0,,9,0,,8,0,80,5,
024067,NESTEA 500ML LEMON SGR+0.50 RON GARANTIE PET,,,5,1,,15,1,0,,,17,0,,6,0,,13,1,,12,0,68,3,
024068,NESTEA 500ML PIERSICI SGR+0.50 RON GARANTIE PET,,,28,2,,14,0,48,,,12,0,,0,0,,3,0,,9,0,114,2,
024069,BUCOVINA APA FRUCTATA CU LAMAIE 1.5L SGR+0.50 RON GARANTIE PET,,,9,0,,15,11,72,,,8,0,,7,0,,8,0,,7,2,126,13,
024070,CAVA D ORO 100ML SGR+0.50 RON GARANTIE STICLA,,,13,15,,8,4,0,,,21,1,,6,1,,2,0,,17,1,67,22,
024074,BERE BERGENBIER WAVE 2.5L SGR+0.50 RON GARANTIE PET,,,19,2,,15,3,41,,,19,5,,9,9,,18,9,,20,5,141,33,
024075,BERE BERGENBIER 0.5L DOZA SGR+0.50 RON GARANTIE DOZA,,,40,0,,24,0,30,,,41,3,,40,12,,17,0,,32,5,224,20,
024076,BERE STELLA ARTOIS 660ML ST SGR+0.50 RON GARANTIE STICLA,,,10,0,,20,0,0,,,15,6,,0,0,,12,0,,2,0,59,6,
024077,BERE BERGENBIER 1L SGR+0.50 RON GARANTIE PET,,,6,0,,7,2,10,,,3,0,,0,0,,0,0,,6,0,32,2,
024078,BERE BECK S 0.5L DOZA SGR+0.50 RON GARANTIE DOZA,,,5,8,,13,1,10,,,18,2,,0,0,,13,0,,12,6,71,17,
024079,BERE BERGENBIER 0.5L DOZA FARA ALCOOL SGR+0.50 RON GARANTIE DOZA,,,10,2,,5,5,6,,,20,5,,0,0,,10,6,,5,1,56,19,
024080,BERE BERGENBIER 0.33L SGR+0.50 RON GARANTIE STICLA,,,32,0,,50,0,36,,,37,0,,0,0,,17,0,,18,0,190,0,
024102,DEVIN APA PLATA 5L,,,0,4,,3,2,16,,,3,3,,2,1,,5,0,,-1,3,28,13,
024103,BERE HOLSTEN 1.2L SGR+0.50 RON GARANTIE PET,,,10,0,,2,0,29,,,0,0,,0,0,,5,0,,4,0,50,0,
024111,BERE CIUCAS 0.5L PET SGR + 0.50 RON GARANTIE PET,,,18,0,,45,13,40,,,21,9,,32,28,,7,25,,25,5,188,80,
024122,AQUA CARPATICA APA 0.5L PLATA SGR+0.50 RON GARANTIE PET,,,21,5,,60,4,744,,,57,15,,12,7,,13,1,,12,3,919,35,
024123,AQUA CARPATICA APA 0.75L SPORT PLATA SGR+0.50 RON GARANTIE PET,,,16,9,,34,11,444,,,48,8,,6,1,,6,3,,21,4,575,36,
024124,AQUA CARPATICA APA 1.5L MINERALA SGR+0.50 RON GARANTIE PET,,,6,0,,12,4,24,,,10,3,,0,0,,9,2,,25,0,86,9,
024125,AQUA CARPATICA APA 1L PLATA SGR+0.50 RON GARANTIE PET,,,10,5,,37,7,528,,,46,25,,11,1,,14,2,,17,8,663,48,
024126,AQUA CARPATICA KIDS 250ML PLATA SGR+0.5 RON GARANTIE PET,,,16,4,,40,6,1188,,,9,4,,2,1,,16,1,,3,2,1274,18,
024127,AQUA CARPATICA APA 2L PLATA SGR+0.5 RON GARANTIE PET,,,27,15,,37,11,222,,,29,22,,12,5,,13,3,,14,12,354,68,
024159,COCA COLA 330ML ZERO DOZA SGR+0.50 RON GARANTIE DOZA,,,11,1,,11,3,117,,,27,4,,9,0,,8,0,,7,1,190,9,
024160,FANTA 330ML PORTOCALE DOZA SGR+0.50 RON GARANTIE DOZA,,,11,2,,20,2,7,,,17,7,,4,1,,14,9,,10,2,83,23,
024161,FANTA 330ML PORTOCALE ZERO DOZA SGR+0.50 RON GARANTIE DOZA,,,0,0,,0,0,0,,,1,0,,0,0,,0,0,,0,0,1,0,
024162,COCA COLA 330ML LIME  ZERO DOZA SGR+0.50 RON GARANTIE DOZA,,,0,0,,0,0,0,,,-1,0,,0,0,,0,0,,0,0,-1,0,
024163,SCHWEPPES 0.33L DOZA MANDARIN SGR+0.50 RON GARANTIE DOZA,,,0,1,,0,3,0,,,2,2,,8,0,,3,0,,5,0,18,6,
024164,COCA COLA 330ML ZERO STICLA SGR+0.50 RON GARANTIE STICLA,,,0,0,,0,0,40,,,1,0,,0,0,,0,0,,0,0,41,0,
024165,CAPPY 330 ML PULPY PORTOCALE SGR+0.50 RON GARANTIE PET,,,2,3,,7,0,1,,,9,0,,0,0,,2,0,,6,0,27,3,
024166,CAPPY 330ML PULPY PIERSICI SGR+0.50 RON GARANTIE PET,,,5,0,,8,2,38,,,5,0,,0,0,,6,0,,4,0,66,2,
024167,DORNA APA 330ML PLATA IZVORUL ALB SGR+0.50 RON GARANTIE PET,,,4,3,,24,0,0,,,8,0,,6,1,,8,0,,10,0,60,4,
024168,SCHWEPPES 0.5L BITTER LEMON SGR+0.50 RON GARANTIE PET,,,4,6,,0,0,2,,,2,0,,0,0,,0,0,,0,0,8,6,
024169,FANTA 2.5L PORTOCALE SGR +0.50 RON GARANTIE PET,,,4,4,,24,4,128,,,14,8,,8,7,,7,10,,10,14,195,47,
024170,FANTA 500ML MADNESS SGR+0.50 RON GARANTIE PET,,,4,2,,16,1,121,,,19,2,,8,0,,12,0,,9,2,189,7,
024171,SPRITE 500ML SGR+0.50 RON GARANTIE PET,,,23,2,,20,4,71,,,20,1,,6,1,,6,0,,5,2,151,10,
024172,FANTA 2.5L LAMAIE ZERO ZAHAR  SGR +0.50 RON GARANTIE PET,,,9,0,,5,1,46,,,8,0,,0,0,,8,1,,5,3,81,5,
